"","webpage","Artist","titles","words"
"126","https://www.allthelyrics.com/lyrics/eminem/encore_curtains_down-lyrics-454659.html","eminem","Encore / Curtains Down ","(feat. Dr. Dre, 50 Cent)
[50 Cent]
Sh-sh-sh-shady
Aftermath, haha
G-G-G-G-G-Unit!, haha
[Chorus]
First we came here to set this party off right
Let's bounce tonight
And if they don't let us in through the front
We'll come through the side
Cuz i don't ever wanna leave the game without
At least saying goodbye
So all my people on the left, all my people on the right
Scream one last time
[Eminem]
Get your ass up for the doctor
One more time, get your ass up for the doctor
Come on now, here we go
Cliff hanger, it's another club banger
Got you hangin' on the edge of your seat
Get on down
[Dr. Dre]
Times up, games over, you lose, I win
'bout to show these knuckleheads how to do this here
Ooh yeah, new year, next phase, begin
Look who's got you goin' crazy again
I'm a trend, I set one every time I'm in
I go out and just come back full circle again
You a fad, that means your something that we already had
But once you're gone, you don't come back, too bad
[Eminem]
You're off the map now, radar can't even find you
We stay on the grind, you slip, we out-grind you
You walk around mad, you let your anger blind you
We walk around just playin' the violin behind you
Enough with all the pissin' and moanin', whinin' and bitchin'
Sit and observe, listen, you'll learn if you pay attention
Why ten multi-platinum albums later, three diamond
World-wide, we're on the charts with a bullet and still climbin'
[Chorus]
[Eminem]
When dr. dre say crunk, you will get it crunk, get it crunk
Crunk, crunk, crunk
And when 50 cent says jump, you get on what and jump
Jump, jump, jump, jump
[Dr. Dre]
The buzz is tremendous, we drop you all to sense it
I don't gotta promote it for you to know that doc is off the benches
[Eminem]
We keep the party rockin' off the henges
We ain't showin' off, we just goin' off popular consensus
[Dr. Dre]
But critics say that Doc is soft, Doc is talk
Doc is all washed up, knock it off
Who the fuck is Doc impressin'?
Doc is this, Doc is that, you got the wrong impression
You must be on the cock of Doc, cuz Doc left you all guessin'
So DJ take the needle and just drop it on the record (what)
We gon' have this mutherfucker hoppin' in a second (bump bump)
That's why we always save the best cut last
To make you scratch and itch for it like fresh cut grass
[Eminem]
Cuz we done swam with the sharks, wrestle with alligators
Spoke to a generation of angry teenagers
Whom if it wasn't for rap to bridge the gap
Maybe raised to be racist
Who may have never got to see our faces
Grace the cover of Rolling Stone pages
Broke down barriers of language and races
Just call on the cape crusaders
And leave it to me and Dre to pass the mic
And we can play the back and forth all day
Like the hot potato game, thats why we came to
[Chorus]
[Eminem]
50 cent, come on!
[50 Cent]
Bounce now, hands up, you know how we do
We make the club jump everywhere we go
It's no secret, everybody know
When Dre's involved, there's plenty money involved
[Dr. Dre]
And plenty honey's involved, the sunny Sunday's and palm trees
Cali, everyday it's just another party from the valley's
All the way to them 8 Mile alleys, let's rally
[Eminem]
Hands up for the grand finale
Now raise up out your seat, Dre is about to speak
Blaze a pound of weed six days up out the week
[Dr. Dre]
You could catch me in the studio bangin' out the beats to
Provide you with the heat that keep blazin' out your speaker
[Eminem]
So nervous, ain't never cuz Shady Aftermath together
Along with G-Unit Records presents the return of the-the Doc (and Shady)
No one could do it better
We tear the club up and leave without a strand of evidence and uh
[Chorus]
[Eminem]
Yeah, haha
Still Aftermath, 2006
And don't worry about that Detox album
It's comin', we gonna make Dre do it, haha
50 cent, G-unit, Obie Trice, D-twizzy, Stat Quo, Dr. Dre
We ain't leavin', let's go! haha
Ladies and gentlemen, thank you all for comin' out, peace!
Oh shit, I almost forgot
You're comin' with me [gun shots]
Haha, bye bye!
See you in hell, fuckers.
"
"127","https://www.allthelyrics.com/lyrics/eminem/encore_curtains_down_drdre_50_cent-lyrics-218390.html","eminem","Encore Curtains Down - Dr.dre & 50 Cent ","[50 cent]
Sh-sh-sh-shady
Aftermath, haha
G-G-G-G-G-Unit!, haha
[Chorus]
Cuz we came here to set this party off right
Let's bounce tonight
And if they don't let us in through the front
We'll come through the side
Cuz i don't ever wanna leave the game without
At least saying goodbye
So all my people on the left, all my people on the right
Swing one last time
[Eminem]
Get your ass up for the doctor
One more time, get your ass up for the doctor
Come on now, here we go
Cliff hanger, it's another club banger
Got you hangin' on the edge of your seat
Get on down
[Dr. Dre]
Times up, games over, you lose, I win
'bout to show these knuckleheads how to do this here
Ooh yeah, new year, next phase, begin
Look who's got you goin' crazy again
I'm a trend, I set one every time I'm in
I go out and just come back full circle again
You a fad, that means your something that we already had
But once you're gone, you don't come back, too bad
[Eminem]
You're off the map now, radar can't even find you
We stay on the grind, you slip, we out-grind you
You walk around mad, you let your anger blind you
We walk around just playin' the violin behind you
Enough with all the pissin' and moanin', whinin' and bitchin'
Sit and observe, listen, you'll learn if you pay attention
Why ten multi-platinum albums later, three diamond
World-wide, we're on the charts with a bullet and still climbin'
[Chorus]
[Eminem]
When dr. dre say crunk, you will get it crunk, get it crunk
Crunk, crunk, crunk
And when 50 cent says jump, you get on one foot and jump
Jump, jump, jump, jump
[Dr. Dre]
The buzz is tremendous, we drop you all to sense it
I don't gotta promote it for you to know that doc is off the benches
[Eminem]
We keep the party rockin' off the henges
We ain't showin' off, we just goin' off popular consensus
[Dr. Dre]
But critics say that Doc is soft, Doc is talk
Doc is all washed up, knock it off
Who the fuck is Doc impressin'?
Doc is this, Doc is that, you got the wrong impression
You must be on the cock of Doc, cuz Doc left you all guessin'
So DJ take the needle and just drop it on the record (what)
We gon' have this mutherfucker hoppin' in a second (bump bump)
That's why we always save the best cut last
To make you scratch and itch for it like fresh cut grass
[Eminem]
Cuz we done swam with the sharks, wrestle with alligators
Spoke to a generation of angry teenagers
Whom if it wasn't for rap to bridge the gap
Maybe raised to be racist
Who may have never got to see our faces
Grace the cover of Rolling Stone pages
Broke down barriers of language and races
Just call on the cape crusaders
And leave it to me and Dre to pass the mic
And we can play the back and forth all day
Like the hot potato game, thats why we came to
[Chorus]
[Eminem]
50 cent, come on!
[50 Cent]
Bounce now, hands up, you know how we do
We make the club jump everywhere we go
It's no secret, everybody know
When Dre's involved, there's plenty money involved
[Dr. Dre]
And plenty honey's involved, the sunny Sunday's and palm trees
Cali, everyday it's just another party from the valley's
All the way to them 8 Mile alleys, let's rally
[Eminem]
Hands up for the grand finale
Now raise up out your seat, Dre is about to speak
Blaze a pound of weed six days up out the week
[Dr. Dre]
You could catch me in the studio bangin' out the beats to
Provide you with the heat that keep blazin' out your speaker
[Eminem]
So nervous, ain't never cuz Shady Aftermath together
Along with G-Unit Records presents the return of the-the Doc (and Shady)
No one could do it better
We tear the club up and leave without a strand of evidence and uh
[Chorus]
[Eminem]
Yeah, haha
Still Aftermath, 2006
And don't worry about that Detox album
It's comin', we gonna make Dre do it, haha
50 cent, G-unit, Obie Trice, D-twizzy, Stat Quo, Dr. Dre
We ain't leavin', let's go! haha
Ladies and gentlemen, thank you all for comin' out, peace!
Oh shit, I almost forgot
You're comin' with me (gun shots)
Haha, bye bye!
See you in hell, fuckers. master
"
"128","https://www.allthelyrics.com/lyrics/eminem/end_of_the_affair-lyrics-1148085.html","eminem","End Of The Affair ","The ending's always sad
when love moves from good to bad
wheels roll to a steely grave
crunching gravel on the way
where daffodils once lay
ringing bells of heavy clay
and the heart can hardly bear
the cold and loveless stare
from the eyes that once looked fair
and favourable to one
and the mouth a petal froze
like doorframes painted closed
and windows shut so tight,
cutting out the soft fresh light
The ending's never cried,
but a silent scream inside
makes it known that black is white
that the world is dead upside
that the love and joy before
is so much more than never more
it's forgotten, never was
an illusion, a dead loss
never mind the bitter-sweet
it's a bitter bitter sleep
where the mind can never rest
trying to work out what was best
you convince yourself it's right,
this love is stopped in flight,
surely you must be right, that day is
surely night
The ending's come again,
and poor heart, and again
and the lungs cry when oh when
will it end or it end
defending the beat so strong in the past,
the organ of love now deflating so fast,
pumping perhaps, but can it last?
How long did it last,
this affair of the mind and the bones
and the soul and the hair
and the never ending eyes,
willing everything to rise,
what hope now - the end of the affair,
more cruel because, the affair never was
"
"129","https://www.allthelyrics.com/lyrics/eminem/escape-lyrics-141781.html","eminem","Escape ","you can run you can hide but you can't escape my love
here's how it goes
you and me
up and down but maybe this time
we'll get it right
worth the fight
cuz love is something you can shake
when it breaks
all it take is some trying
Chorus:
If you feel like leaving
i'm not gonna make you stay
but soon you'll be finding
you can run you can hide but you can't escape my love
So baby boo
you should know
that it's hard to just foget the past
so fast
it was good it was bad but it was real
and thats all we had
in the end our love matters
Chorus
You can run
You can hide
but you can't escape my love
Repeat
here's how it goes
all it takes is some trying
Chorus
You can ru-uh-uhn
You can ru-uh-uhn
You can ru-uh-uhn
You can ru-uh-uhn
You can run you can hide but you can't escape my love
"
"130","https://www.allthelyrics.com/lyrics/eminem/evil_deeds-lyrics-218305.html","eminem","Evil Deeds ","Lord please forgive me for what I do
For I know not what I've done
[Chorus]
Father please forgive me for I know not what I do
I just never had the chance to ever meet you
Therefore I did not know that I would grow to be
My mother's evil seed and do these evil deeds
Momma had a baby and it's head popped off
(head popped off, head popped off, head popped off, head popped off, head popped off)
My momma don't want me, the next thing I know I'm gettin' dropped off
(gettin' dropped off, gettin' dropped off, gettin' dropped off, gettin' dropped off)
Ring ring ring, on the door bell and the next door neighbors on their front porch
(their front porch, their front porch, their front porch, their front porch)
But they didn't want me neither so they left me on someone elses lawn
(elses lawn, elses lawn, elses lawn)
Till somebody finally took me in, my great aunt, uncle Edna 'n Charles
(Edna 'n Charles, Edna 'n Charles, Edna 'n Charles, Edna 'n Charles)
They were the ones who were left in charge
My elementary they gang up on me and sang this song
(sang this song, sang this song, sang this song, sang this song)
It went a little something like mary had a little lamb, little lamb, little lamb
Debbie had a Satan spawn, Satan spawn
Momma why do they keep saying this I just dont understand, understand
And by the way, where's my dad?
[Chorus]
Predominantly, predominantly, everythings always predominantly
Predominantly white, predominantly black
But what about me, where does that leave me
Well I guess that I'm between predominantly both of 'em
I think if I hear that fuckin' word again I'mma scream
While I'm projectile vomiting, what do I look like, a comedian to you?
Do you think that I'm kidding?
What do I look like some kind of idi-wait a minute, shit, don't answer that
Why am I so misunderstood?
Why do I go through so much bullshit, it sucks bullshit,
Woe is me, there goes poor Marshall again
Whining about his millions and his mansion and his sorrow he's always drownin' in
From the dad he never had, and how his childhood was so bad
And how his mom was a dope addict, and his ex-wife how they go at it
Man I'd hate to have it, as bad as that Mr. Mathers claims he had it
I can't imagine it, that little rich poor white bastard
Needs to take some of that cash out the bank and take a bath in it
[Chorus]
Evil deeds, while I plant these evil seeds
Please release me from these deamons
I never had any of this shit planned ma, please believe
I don't wanna be Satan's spawn, never got the chance to say I'm sorry
Now look at all the pain I caused
This Santa Clause, why you not comin' this year again
What did I do that was so bad to deserve this
Everything could have been so perfect
But life ain't a fairytale, I'm about to be hoist up in the air
Forty feet below me, there's people everywhere
I don't even know what it feel like, they know me cuz I'm in this ferris wheel
And all i wanna do is go to the mall and take hailie on the carousel
Without this crowd everywhere I go, but life is like a merry-go-round
Here we go now, doe see doe now, curtains up, the show must go now
Ring around the rosie, the shows over, you can all go home now
But the curtain just don't close for me, this ain't how fame is supposed to be
Where's the switch I could just turn off and on, this ain't what I chose to be
So please god, give me the strength to have what it takes to carry on
Till I pass 50 back the baton, the camera's on, myself is gone
[Chorus x2]
"
"131","https://www.allthelyrics.com/lyrics/eminem/fat_joe-lyrics-141782.html","eminem","Fat Joe ","Artist : Eminem
Song : Lose Yourself (Soundtrack 8 Mile)
Album :
Submitted by : FLeXe JaNNeKe
Corrected by : -bernardo-
Rated : 9.5 (777 votes)
Look, if you had, one shot; one opportunity
To seize everything you ever wanted, in one moment
Would you capture it, or just let it slip, yo;
His palms are sweaty, knees weak arms are heavy
There's vomit on his sweater already, mom's spaghetti
He's nervous, but on the surface he looks calm and ready
To drop bombs, but he keeps on forgetting what he wrote down
The whole crowd grows so loud he opens his mouth
But the words won't come out
He's chokin' how, everybody's chokin' now
The clocks run out, times up, over, bloah!
Snap back to reality, oh, there goes gravity, oh,
There goes rabbit he choked, he's so mad but he won't,
Give up that easy, no, he won't have it he knows,
His whole back's to these ropes, it don't matter he's dope,
He knows that but he's broke, he so stacked that he knows,
When he goes back to this mobile home, that's when it's
Back to the lab again, yo
This whole rap city better go capture this moment
And hope it don't pass him
You better lose yourself in the music,
The moment, you own it, you better never let it go
You only get one shot do not miss your chance to blow
This opportunity comes once in a life-time, yo
You better lose yourself in the music,
The moment, you own it, you better never let it go
You only get one shot do not miss your chance to blow
This opportunity comes once in a life-time, yo
His souls escaping, through this hole that is gaping
This world is mine for the taking, make me king
As we move toward'a, new world ord'a, a normal life is boring
But superstardoms, close to post mortum
It only grows harder, only grows hotter
He blows us all over, these hoes is all on him
Coast to coast shows he's known as the globetrotter
Lonely roads god only knows, he's grown farther from home
He's no father, he goes home and barely knows his own daughter
But hold your nose 'cause here goes the cold water
These hoes don't want him no mo' he's cold product
They moved on to the next shmo' who flows he nose dove, and sold nada
So the soap opera's told it unfolds I suppose it's old partner
But the beat goes on da da dum da da dum datta
You better lose yourself in the music,
The moment, you own it, you better never let it go
You only get one shot do not miss your chance to blow
This opportunity comes once in a life-time, yo
You better lose yourself in the music,
The moment, you own it, you better never let it go
You only get one shot do not miss your chance to blow
This opportunity comes once in a life-time, yo
No more games, I'ma change what you call rage
Tear this mother fuckin roof off like 2 dogs caged
I was playin in the beginning, the mood all changed
I been chewed up, and spit out and booed off stage
But I kept rhymin' and step writin' the next cypher
You best believe somebody's payin' the pied piper
All the pain inside amplified by the, fact that
I can't get by with my nine to five
And I can't provide the right type'a
Life for my family 'cause man,
These goddamn food stamps don't buy diapers
And it's no movie, there's no Mekhi Phifer,
This is my life and these times are so hard
And it's getting even harder tryin' to feed and water my seed, plus
Teetertotter caught up between bein' a father and a prima donna
Baby mama drama's screamin' on and
Too much for me to wanna stay in one spot, another jam or not
Has gotten me to the point, I'm like a snail I've got
To formulate a plot 'fore I end up in jail or shot
Success is my only motherfuckin' option, failure's not
Mom, I love you, but this trailer's got to go
I cannot grow old in Salem's lot,
So here I go it's my shot, feet fail me not
This maybe the only opportunity that I got
You better lose yourself in the music,
The moment, you own it, you better never let it go
You only get one shot do not miss your chance to blow
This opportunity comes once in a life-time, yo
You better lose yourself in the music,
The moment, you own it, you better never let it go
You only get one shot do not miss your chance to blow
This opportunity comes once in a life-time, yo
You can do anything you set your mind to man.
"
"132","https://www.allthelyrics.com/lyrics/eminem/fight_music-lyrics-484387.html","eminem","Fight Music ","Fight Music Lyrics
[Chorus: Eminem]
This kind of music, use it, and you get amped to do shit
Whenever you hear some shit and you can't refuse it
It's just some shit, for these kids, to trash they rooms with
Just refuse whenever they asked to do shit
The type of shit that you don't have to ask who produced it
You just know - that's the new shit
The type of shit that causes mass confusion
and drastic movement of people actin stupid
[Kon Artis]
I come to every club with intention to do harm
With a prosthetic arm and smellin like Boone's Farm
Hidin under tables as soon as I hear alarms
Paranoid thief that'll steal from his own moms
Connivin Kon, Artis with a bomb
Strapped to my stomach screamin, ""Let's get it on!""
A lush that love to drink, drunk drivin a tank
Rollin over a bank, cops see me and faint
It's drastic, I'm past my limit of coke
I think I'll up my high by slittin your throat
Push your baby carriage into the street, 'til it's mince meat
Your mens been beat the minute I step onto your street
This is fight music!
[Bizarre]
You know why my hands are so numb? (No)
Cause my grandmother sucked my dick and I didn't come (oh)
Smacked this whore for talkin crap (bitch)
So what if she's handicapped, the bitch said Bizarre couldn't rap
I fuckin hate you; I'll take your drawers down and rape you
While Dr. Dre videotapes you (hell yeah!)
Satan done got me on this song
Eatin a hot dog readin the Holy Qu'ran, while I'm on the john
Tired of wearin this yellow thong
Take it back Sisqo, you know where it belongs (thong th-thong thong)
Now here's a gun, I'll put it in your palm
Now go over there and blow up Dru Hill's arms
Fuck your love songs
[Chorus]
[Proof]
Just bring who you gon' bring on, who you gon' swing on?
I'm King Kong, guns blow you to king-dom come
Show you machine gun funk
Sixteen m-16's and one pump [click-clack]
The snub in my paw, shove it in your jaw
Have you runnin out this fuckin club in your drawers
We lovin the broads, there's nothin to applaud
But fuck it it's all good, the hood is up in The Source
It's fight music
[Swifty McVay]
I'm a nigga that loves scuffles
And won't hesitate to sock you again for swollen knuckles
I'm like that, catch a nigga like bear traps
Blow his head back right in front of the priest sayin, ""You hear that?""
I slap your freak, bump you and won't speak
If you step on my feet, you get drowned in your own drink
I suffocated my shrink just for talkin
Came back and fucked up his pallbearers and made 'em drop his coffin
It's fight music!
[Kuniva]
These beads I'm swingin is stingin 'em
See all these niggaz? When I step in the club, I'm bringin 'em
If any nigga lookin too hard, we Rodney King'n 'em
Malice green to them and gasolinin 'em with premium
Light a cigarette, flick it at 'em or spit it at 'em
Hold up a picture of his family and kick it at him
Blast while you right hookin, right when your wife's lookin
Fuck fight music, bitch this is losin your life music!
[Eminem]
If I could capture the rage of today's youth and bottle it
Crush the glass from my bare hands and swallow it
Then spit it back in the faces of you racists
and hypocrites who think the same shit but don't say shit
You Liberace's, Versace's, and you nazis
Watch me, cause you thinkin you got me in this hot seat
You motherfuckers wanna JUDGE me cause you're NOT me
You'll never STOP me, I'm TOP speed as you POP me
I came to save these new generations of babies
from parents who failed to raise 'em cause they're lazy
to grow to praise me I'm makin 'em go crazy
That's how I got this whole nation to embrace me
And you fugazi if you think I'ma admit wrong
I cripple any hypocritic critic I'm sic'd on
And this song is for any kid who gets picked on
A sick song to retaliate to, and it's called..
[Chorus]
It's fight music!
"
"133","https://www.allthelyrics.com/lyrics/eminem/final_battle_from_8_mile-lyrics-484386.html","eminem","Final Battle (From 8 Mile) ","Now everybody from the 313
Put your motherfucking hands up and follow me
Everybody from the 313
Put your motherfucking hands up
Look Look
Now while he stands tough
Notice that this man did not have his hands up
This free world got you gased up
Now who's afraid of the big bad wolf
1, 2, 3 and to the 4
1 pac , 2 pac, 3 pac, 4
4 pac, 3 pac, 2 pac, 1
You're pac, he's pac, no pacs, none
This guy ain't no mother-fucking MC,
I know everything he's got to say against me,
I am white, I am a fucking bum, I do live in a trailer with my mom,
My boy Future is an Uncle Tom.
I do got a dumb friend named Cheddar Bob who shoots
himself in the leg with his own gun,
I did get jumped by all 6 of you chumps
And Wink did fuck my girl,
I'm still standing here screaming ""FUCK THE FREE WORLD!""
Don't ever try to judge me dude
You don't know what the fuck I've been through
But I know something about you
You went to Cranbrook, that's a private school
What's the matter dawg? You embarrassed?
This guy's a gangster? he's real name's Clarence
And Clarence lives at home with both parents
And Clarence's parents have a real good marriage
This guy don't wanna battle, He's shook
'Cause there no such things as half-way crooks
He's scared to death
He's scared to look in his fucking yearbook, fuck Cranbrook
Fuck the beat, I go acapella
Fuck a papa doc, fuck a clock, fuck a trailer, fuck everybody
Fuck y'all if you doubt me
I'm a piece of fucking white trash, I say it proudly
And fuck this battle, I don't wanna win, I'm outtie,
Here, tell these people something they don't know about me.
"
"134","https://www.allthelyrics.com/lyrics/eminem/final_battle_rabbit_vs_pappa_doc-lyrics-141783.html","eminem","Final Battle Rabbit Vs Pappa Doc ","Now everybody from the 3-1-3
Put your motherfuckin' hands up and follow me.
Everybody from the 3-1-3
Put your motherfuckin' hands up,
Look, Look,
Now while he stands tough,
notice that this man did not have his hands up!
This Freeworlds got you gased up, now who's afraid of the big bad wolf?
One, Two, Three and to the Four
One Pac, Two Pac, Three Pac, Four
Four Pac, Three Pac, Two Pac, One
You're Pac, He's Pac, No Pac, None!
This guy ain't no motherfuckin' MC,
I know everything he's got to say against me.
I am white, I am a fucking bum..
i do live in a trailer with my mom.
My boy Future is a no good Tom.
I do got a dumb friend named Cheddar Bob who shoots
himself in his leg with his own gun,
I did get jumped by all 6 of you chumps
And Wink did fuck my girl,
I'm still standin here screaming  FUCK THE FREE WORLD!
Don't ever try to judge me dude,
You don't know what the fuck I've been through.
But I know something about you,
You went to Cranbrook, thats a private school.
What's the matter dawg? You embarassed?
This guys a gangster? His real name's Clarence.
And Clarence lives at home with both parents.
And Clarence parents have a real good marriage.
This guy dont wanna battle, he's shook.
Cause there aint no such things as
HALF WAY CROOKS
Hes scared to death, hes scared to look
at his fucking year book.
Fuck Cranbrooke..
Fuck a beat, I'll go Acapella
Fuck a Papa Doc, Fuck a clock, Fuck a trailer
fuck everybody, fuck y’all if you doubt me
I’m a fuckin’ piece of white trash I say it proudly
And fuck this battle I don’t want to win, I’m outty
here tell these people somethin’
They don't know about me
"
"135","https://www.allthelyrics.com/lyrics/eminem/finals-lyrics-141784.html","eminem","Finals ","Now everybuddy from da 313 put ya mother fuckin' hands up and follow me
Everybuddy from da 313 put ya mother fuckin' hands up, up, up
Now Wallie stands tough notice that this man did not have his hands up
This free world's got you gassed up
Now who's afraid of the big bad wolf?
One, two, three, into da four
One pop, two pop, three pop, four
Four pop, three pop, two pop, one
You're pop, he's pop, you're pop, none
This guy ain't no fuckin' mc
I know everything he's got to say against me
I am white
I am a fucking bum
I do live in a trailer with my mom
My boy future is an uncle tom
I do got a dumb friend named chetterbob who shoots himself in his leg with his own gun
I did get jumped by all 6 of you chumps
An' Wade did fuck my girl
I'm still standin' here singin' fuck da free world
Don't never try to judge me dude
You don't know what the fuck I been through
But I know somethin' about you
You went to Cranbrook... that's a private school
Whats a matter dawg you embarased?
This guys a gangsta his real names Clarance
An' Clarance lives at home with both parents
An' Clarance's parents have a real good marrage
This guy don't wanna battle he's shook
Cuz there ain't no shuch thing as Halfway Crooks
Hes scared to death
Hes scared to look at his fuckin' yearbooks
Fuck Cranbrook
Fuck a beat
I go achapello
Fuck a Papa Dock
Fuck a clock
Fuck a trailer
Fuck everybuddy
Fuck ya'll if ya doubt me
I'm a piece of fuckin' white trash I say it proudly
An' fuck this battle I don't wanna win
I'm outtie
Here tell these people somethin' they don't know about me
"
"136","https://www.allthelyrics.com/lyrics/eminem/find_my_way-lyrics-141785.html","eminem","Find My Way ","I'm watching myself cry
Well I just sighed my last sigh
And I took you by surprise
So why apologize
'cause I will always find my way
I think I've found the way
So stay
You can make my day
And I'm
Stopping my demise
And I apologize
I really need to find my way
You can see
What it will be
Time honoured questions
Love in dimensions
As it was
You can see
What it will be
Finding suggestions
Lasting impressions
As it was
But until I find you there
I will swear
Tot take care
And I'm fighting a war for you
I'm trying to comply
But I'm just a passer by
And I sometimes I'm unwise
But see life through my eyes
'cause I will always find my way
You can see
What it will be
Time honoured questions
Love in dimensions
As it was
You can see
What it will be
Finding suggestions
Lasting impressions
As it was
But until I find you there
I will swear
Tot take care
And I'm fighting a war for you
"
"137","https://www.allthelyrics.com/lyrics/eminem/flyest_material-lyrics-48335.html","eminem","Flyest Material ","Intro: (scratches)
(Eminem)-  Shady!
(Eminem)-  that's me
(Mr. Eon)-  Iron Mic Trilogy
(Erik Sermon)-  back...with the flyest material
(Eminem)-  Sh....Sh....Shady!
(Eminem)-  that...that.....that's me
(Mr. Eon)-  Iron Mic Trilogy
(Erik Sermon)-  back with the...funky...beats
Mr. Eon:
Packing the third eye rush you it's cyclopse
They trade in their high tops for night sized Withe rocks
Words in my right, they pass my left ear
It's solid decked out write the books for next year
Bear this grenade you got stuck like virgin
Who that cat splurgin' instead or rehearsin?
Tough guy, dj travi your high rise
Looking more like ronald then the fuckin fry guys
Go on uptown fucking senoritas
In Taco Bell screaming  vivas gorditas!  
Bring all your dogs i give em rabies
They never had a chance i might chew up all their babies
(Eminem: waaah!)
Pope John Paul the second, brain like satan
Have your beaten girlfriend cooking up bacon
I'm obituite with that shit that you hit
Slow my flick with ya cause mine to pick wit her
Eminem:
My nine is limpin ya six deep when i spray rounds
Hit you with 12 shots in mid air and four more on the way down
The eight straight strays to a kid's hair on the playground
You lay down on a stretcher (Don't get carried away now!)
No pun intended, snapped out of your whip
And leave it un-attended before i whip out this gun and hit it
Unless you want it dented with bullet holes any minute
Cause i can leave your Infinite full of those even if someone's in it
Snap the airbag, hit the corner and park it
You wanted a market, i got her tied up in a chair and gag
Bitches get smacked and grabbed by the hair and dragged
Like cave-women, while i'm grave diggin' with Marilyn Man
Mr. Eon:
If you got a bowl of hash better cash it
Dollar signs flashin' i'ma take the last hit
Eminem:
And if you're spitting whack shit on the microphone
I'ma snatch it outta your hand so fast i'm gonna detach it
Mr. Eon:
If you got a bowl of hash better cash it
Dollar signs flashin' i'ma take the last hit
Eminem:
I'm flabergasted off two tabs of acid
Threw my baby's mother in a nap sack and latched it
Mr. Eon:
Yo,  Eon's whack now , how you dig that?
Couldn't get on my record if you were street rap
Get the greater rate with these rhymes i be totin'
Let's go back online and jerk off on your modem
I got stupid mucus from these loose lips
My loose leaf leave your whole persona weak
To the point when you stand up on your feet {you} best retreat
Let's go back in time and steal my whole seed
The quickening, did a ?briss? at the crispening
I'm exercisin', to uplifting the foot stage
This thing's the nicest, i keep telling you
What the fuck this guy on the corner been selling you? 
(Eminem:  here buy this )
Eminem:
I'm ing you, at the wrong website
Mispelling you, break you and put the fear of hell in you
Escape above you, stuff the nurse in a purse
Disperse like i added too many words in a verse
Slim Shady, a perverted virgin at birth {or  version of birth }
Driving off, leaving the murdered virgin at church
The first person searching the earth for the motherfucker 
That pulled the plug when they shoulda alerted the surgeon first
You don't curse and hit with your own words
Leave me alone bitch! I get on my own nerves
And if i don't got two balls and a middle finger to throw up
Then i'm takin' off both shoes and stickin' each middle toe up (fuck y'all!)
Mr. Eon:
If y'all got a bowl of hash better cash it
Dollar signs flashin' i'ma take the last hit (Eminem:  gimmie that )
Eminem:
And if you're spitting whack shit on the microphone
I'ma snatch it outta your hand so fast i'm gonna detach it
Mr. Eon:
So if you got a bowl of has better cash it
Dollar signs flashin' i'ma take the last hit
Eminem:
I'm flabergasted off two tabs of acid
Threw my baby's mother in a hatch-back and latched it
Eminem:
Any disease out there i'm willing to catch it....
Slim Shady.....All praises 
To the High   Mighty
(scratches):
(Eminem)-  Slim Shady
(Eminem)-  naughty rotten rhymer
(Mr. Eon)-  Mr. Eon
(Mr. Eon)-  illest rhyme dropper
(Eminem)-  Slim Shady
(Eminem)-  naughty rotten rhymer
(Mr. Eon)-  Mr. Eon
(Mr. Eon)-  illest rhyme dropper
(Eminem)-  Slim Shady
(Eminem)-  n....nau..naughty...ro..ro..rotten rhyme....rhyme..rhy..rhymer
(Mr. Eon)-  Mr. Eon
(Mr. Eon)-  illest rhyme drop...drop..drop..dro..dro..rhyme dropper
"
"138","https://www.allthelyrics.com/lyrics/eminem/for_you_only-lyrics-141788.html","eminem","For You Only ","Ready to embrace the day
As we both break,
As the light stole in
She found me wide awake.
Wasted from a sleepless night
I reach to touch your hair,
Withdraw an empty hand
For you're no longer there
In between the silence, living is an empty space
Save the ticking of the clock
As the hands are sweeping past it's face
And I just don't wanna be lonely
(O no no)
Night and day
'Cos as I look around me I just feel that way
(Repeat chorus)
For you only
I turn my hand to something that will clear my head
But I cannot forget the parting words we shared
I open up my mind to all the pictures I can trace
But I cannot recall, the contours of your face
And though we slipped away
Before I had the chance to say,
If I did something wrong
Please tell me I'll accept the blame.
And I just don't wanna be lonely
(O no no)
Night and day
'Cos as I look around me I just feel that way
(Repeat chorus)
For you only
For you only
"
